customer_id,decision_date,tenure_months,age,spend_90d,transactions_90d,recency_days,digital_sessions_30d,merchant_diversity_90d,contacts_30d,complaints_180d,marketing_consent,lifecycle_segment,treatment,treatment_probability,treatment_name,converted_90d,future_spend_90d,gross_margin_90d,optout_90d,complaint_90d
36876,2026-05-01,64,40,820.39,16,18,2,9,2,0,1,ativo,1,0.25,cashback,0,630.22,11.34,0,0
45845,2025-02-01,89,50,1001.81,8,3,4,15,2,0,1,ativo,2,0.25,double_points,1,922.47,16.6,0,0
79216,2026-06-01,51,40,789.0,13,5,3,9,1,0,1,ativo,0,0.25,no_contact,0,674.26,12.14,0,0
45634,2025-04-01,20,43,512.01,15,52,6,3,0,0,1,em_risco,3,0.25,installment,0,246.51,4.44,0,0
66305,2026-02-01,94,20,227.44,12,74,2,9,3,0,1,em_risco,0,0.25,no_contact,0,16.56,0.3,0,0
47993,2025-10-01,95,61,1003.54,12,7,3,12,1,1,1,ativo,2,0.25,double_points,0,764.44,13.76,0,0
19191,2025-04-01,62,33,1095.76,7,11,6,9,1,0,1,ativo,2,0.25,double_points,0,595.33,10.72,0,0
38752,2025-09-01,70,30,163.76,10,10,2,10,1,0,1,ocasional,0,0.25,no_contact,0,275.41,4.96,0,0
17022,2025-06-01,75,66,2119.73,13,9,6,4,2,0,0,ativo,3,0.25,installment,0,1116.36,20.09,0,0
68250,2026-01-01,114,62,483.35,16,5,5,2,1,0,1,ocasional,2,0.25,double_points,0,612.94,11.03,1,0
74132,2026-06-01,11,45,838.89,13,5,3,10,2,0,1,ativo,2,0.25,double_points,0,540.96,9.74,0,0
11445,2025-06-01,104,45,603.52,10,15,2,9,0,0,1,ocasional,2,0.25,double_points,0,440.77,7.93,0,0
64172,2025-08-01,22,43,993.9,20,5,1,4,0,0,1,ativo,3,0.25,installment,1,1157.6,20.84,0,0
51777,2025-09-01,31,34,732.1,16,3,6,11,1,0,1,ativo,2,0.25,double_points,0,702.17,12.64,0,0
77383,2025-03-01,73,36,605.79,10,25,8,2,2,0,1,ocasional,2,0.25,double_points,0,579.37,10.43,0,0
35009,2025-12-01,73,68,2159.88,18,61,5,7,2,0,1,em_risco,3,0.25,installment,0,1471.1,26.48,0,0
23820,2025-11-01,54,36,1803.25,16,33,2,6,1,0,1,em_risco,2,0.25,double_points,0,1347.85,24.26,0,0
12995,2025-05-01,81,23,729.09,10,18,9,5,2,0,1,ativo,3,0.25,installment,0,424.74,7.65,0,0
24846,2025-09-01,2,41,1148.51,12,17,6,14,5,0,1,novo,3,0.25,installment,0,752.97,13.55,1,0
44356,2025-03-01,93,46,325.42,8,36,8,15,1,1,1,em_risco,3,0.25,installment,0,168.28,3.03,0,0
61496,2026-05-01,104,41,166.48,12,1,4,11,0,0,1,ocasional,3,0.25,installment,0,61.12,1.1,0,0
5106,2025-12-01,113,55,589.71,11,74,5,12,1,0,1,em_risco,2,0.25,double_points,0,317.67,5.72,0,0
52340,2026-02-01,47,30,1522.35,8,10,4,3,0,0,1,ativo,0,0.25,no_contact,0,927.98,16.7,0,0
34527,2025-04-01,62,70,735.37,13,24,3,4,3,1,1,ativo,0,0.25,no_contact,0,597.81,10.76,0,0
14072,2025-12-01,88,42,644.03,11,17,4,13,2,0,1,ocasional,2,0.25,double_points,0,663.8,11.95,0,0
58121,2026-02-01,13,62,302.54,8,2,4,15,3,0,1,ocasional,3,0.25,installment,0,293.14,5.28,0,0
48709,2025-06-01,111,34,521.55,14,6,8,9,0,1,0,ocasional,1,0.25,cashback,0,527.8,9.5,0,0
27978,2026-04-01,59,32,1206.55,13,3,6,15,1,0,1,ativo,3,0.25,installment,0,785.07,14.13,0,0
13356,2026-05-01,91,23,1187.45,9,22,7,10,0,0,1,ativo,0,0.25,no_contact,1,670.99,12.08,0,0
20829,2025-06-01,113,50,307.05,11,38,4,12,2,0,1,em_risco,3,0.25,installment,0,360.48,6.49,0,0
50547,2025-09-01,11,48,324.09,13,106,5,2,2,0,1,inativo,0,0.25,no_contact,0,360.5,6.49,0,0
19637,2025-11-01,98,38,668.21,7,30,2,7,0,0,1,ocasional,1,0.25,cashback,0,292.85,5.27,0,0
39516,2025-05-01,114,45,1113.39,12,49,0,10,4,1,1,em_risco,1,0.25,cashback,0,807.97,14.54,0,0
68301,2026-06-01,9,65,530.81,14,10,2,10,1,0,1,ocasional,1,0.25,cashback,0,553.52,9.96,0,0
16500,2025-01-01,67,38,716.69,13,40,11,2,1,0,1,em_risco,2,0.25,double_points,0,527.45,9.49,0,0
24003,2025-12-01,40,33,323.0,10,36,10,9,0,0,1,em_risco,2,0.25,double_points,0,520.55,9.37,0,0
36361,2025-05-01,86,65,1301.48,12,11,9,10,2,0,1,ativo,3,0.25,installment,0,750.04,13.5,1,0
72637,2025-06-01,13,39,559.46,15,13,8,14,1,0,1,ocasional,1,0.25,cashback,0,455.39,8.2,0,0
45167,2026-01-01,23,34,937.0,14,9,7,7,0,0,1,ativo,2,0.25,double_points,0,850.25,15.3,0,0
16855,2025-11-01,61,34,1035.95,12,3,6,14,2,0,1,ativo,2,0.25,double_points,0,580.26,10.44,0,0
4165,2026-01-01,88,57,1181.72,8,47,8,6,2,0,0,em_risco,0,0.25,no_contact,0,483.21,8.7,0,0
16697,2025-04-01,2,36,733.8,12,25,5,6,5,0,1,novo,3,0.25,installment,0,731.65,13.17,0,0
32596,2026-06-01,76,22,857.47,15,13,6,1,1,1,1,ativo,1,0.25,cashback,0,643.25,11.58,0,0
38337,2025-04-01,27,46,1022.32,7,13,3,4,1,0,1,ativo,3,0.25,installment,0,643.27,11.58,0,0
25776,2025-05-01,87,45,767.26,12,21,6,8,2,0,1,ativo,1,0.25,cashback,0,611.96,11.02,0,0
60164,2025-04-01,57,40,455.11,9,25,1,2,0,0,1,ocasional,2,0.25,double_points,0,900.74,16.21,0,0
29373,2026-04-01,115,28,749.28,18,29,5,5,0,0,1,ativo,1,0.25,cashback,0,655.6,11.8,0,0
73244,2025-11-01,16,18,1012.74,11,43,2,9,1,0,1,em_risco,2,0.25,double_points,0,519.11,9.34,0,0
13650,2025-11-01,91,41,890.27,13,10,4,14,2,0,1,ativo,2,0.25,double_points,0,944.08,16.99,0,0
13560,2026-02-01,5,27,2330.73,8,6,6,14,4,0,1,ativo,0,0.25,no_contact,1,1383.03,24.89,0,0
73286,2025-07-01,70,38,1822.85,17,35,9,6,0,0,1,em_risco,3,0.25,installment,0,1048.25,18.87,0,0
69188,2026-01-01,59,29,2141.8,12,0,3,13,0,0,0,ativo,0,0.25,no_contact,0,1202.37,21.64,0,0
21226,2026-04-01,87,65,3835.32,7,52,7,7,1,0,1,em_risco,2,0.25,double_points,1,1943.93,34.99,0,0
975,2025-03-01,59,31,84.9,13,13,2,11,3,0,1,ocasional,3,0.25,installment,0,187.4,3.37,0,0
6158,2025-11-01,32,49,863.06,14,6,5,11,1,0,1,ativo,0,0.25,no_contact,0,567.28,10.21,0,0
30409,2025-05-01,38,57,829.3,15,36,2,7,1,0,1,em_risco,1,0.25,cashback,0,479.26,8.63,0,0
74940,2025-06-01,86,18,1488.43,18,15,3,1,0,0,1,ativo,1,0.25,cashback,1,1300.46,23.41,0,0
67810,2025-01-01,14,41,1448.21,10,43,3,5,1,0,1,em_risco,2,0.25,double_points,0,879.59,15.83,0,0
25314,2025-04-01,58,34,983.92,9,7,4,8,1,0,1,ativo,0,0.25,no_contact,0,673.27,12.12,0,0
64655,2025-11-01,79,53,461.11,13,23,4,1,2,0,1,ocasional,1,0.25,cashback,0,519.96,9.36,1,0
59985,2025-09-01,106,43,1242.61,11,85,5,1,0,0,1,em_risco,0,0.25,no_contact,0,751.72,13.53,0,0
24354,2025-08-01,67,37,384.97,17,7,5,13,2,1,1,ocasional,1,0.25,cashback,0,465.83,8.38,0,0
14491,2026-01-01,110,40,948.02,8,30,6,13,2,0,0,ativo,2,0.25,double_points,0,428.65,7.72,0,0
36630,2025-01-01,69,18,134.96,13,47,6,2,1,0,1,em_risco,3,0.25,installment,0,304.18,5.48,0,0
40719,2026-02-01,92,31,922.16,7,14,5,13,1,0,1,ativo,3,0.25,installment,0,724.37,13.04,0,0
22384,2025-03-01,106,42,1029.11,11,3,5,5,1,0,1,ativo,3,0.25,installment,0,530.07,9.54,0,0
27622,2025-02-01,76,36,1089.14,7,30,7,15,1,0,1,ativo,2,0.25,double_points,0,604.19,10.88,0,0
41406,2025-10-01,20,42,1693.9,15,95,5,5,1,0,1,inativo,0,0.25,no_contact,0,960.15,17.28,0,0
54462,2025-02-01,7,43,557.43,8,1,3,2,2,0,1,ocasional,3,0.25,installment,0,518.05,9.32,0,0
23313,2026-04-01,27,67,372.46,12,13,2,11,1,0,1,ocasional,3,0.25,installment,0,371.54,6.69,0,0
4878,2025-08-01,104,38,737.42,19,19,4,5,1,0,1,ativo,3,0.25,installment,0,686.86,12.36,0,0
79180,2025-12-01,46,30,1477.72,13,86,6,4,1,0,1,em_risco,0,0.25,no_contact,0,828.25,14.91,0,0
11162,2026-01-01,45,41,1801.01,11,3,5,11,1,0,1,ativo,3,0.25,installment,0,974.03,17.53,0,0
3287,2025-03-01,88,27,217.37,14,2,4,5,1,0,1,ocasional,2,0.25,double_points,0,327.32,5.89,0,0
51046,2025-10-01,54,28,851.33,16,109,5,4,0,0,1,inativo,1,0.25,cashback,0,512.0,9.22,0,0
35803,2026-05-01,41,29,470.23,10,9,2,11,0,0,1,ocasional,3,0.25,installment,0,163.91,2.95,0,0
48016,2026-04-01,109,37,1324.91,12,5,11,13,0,0,1,ativo,0,0.25,no_contact,0,793.05,14.27,0,0
39495,2025-09-01,92,60,2513.78,20,27,2,15,0,0,1,ativo,1,0.25,cashback,1,1828.28,32.91,0,0
10780,2026-05-01,87,37,538.57,12,20,5,1,1,0,1,ocasional,1,0.25,cashback,0,495.34,8.92,0,0
43896,2025-10-01,16,21,861.31,10,64,9,14,2,0,0,em_risco,3,0.25,installment,0,716.22,12.89,0,0
65427,2026-01-01,114,52,909.76,8,13,4,15,1,0,1,ativo,3,0.25,installment,0,562.1,10.12,0,0
26781,2026-02-01,108,39,901.43,7,23,8,7,1,0,1,ativo,1,0.25,cashback,0,745.11,13.41,0,0
14570,2026-05-01,64,30,600.65,10,21,4,2,1,0,1,ocasional,1,0.25,cashback,0,764.82,13.77,0,0
11466,2026-01-01,102,56,710.07,18,31,5,10,1,0,1,em_risco,2,0.25,double_points,0,554.21,9.98,0,0
70322,2025-04-01,60,40,2740.65,13,28,8,2,0,0,0,ativo,3,0.25,installment,0,1356.58,24.42,0,0
39075,2025-03-01,99,34,1389.98,8,2,2,3,0,0,1,ativo,0,0.25,no_contact,0,804.18,14.48,0,0
75424,2025-01-01,101,51,181.25,10,12,9,7,1,0,1,ocasional,0,0.25,no_contact,1,388.69,7.0,0,0
76498,2025-03-01,67,50,1080.78,21,28,5,15,3,0,1,ativo,1,0.25,cashback,1,1083.75,19.51,0,0
10266,2025-04-01,73,60,1339.82,4,52,5,8,1,0,1,em_risco,3,0.25,installment,1,1162.55,20.93,0,0
66033,2026-02-01,56,37,1037.23,14,36,3,6,1,0,1,em_risco,1,0.25,cashback,0,661.41,11.91,0,0
68757,2025-07-01,77,74,282.41,8,46,4,7,0,0,1,em_risco,3,0.25,installment,0,203.42,3.66,0,0
68881,2025-08-01,13,31,1408.03,9,28,9,11,2,0,1,ativo,3,0.25,installment,0,905.38,16.3,0,0
16564,2025-11-01,37,33,1965.97,6,41,3,7,3,0,0,em_risco,0,0.25,no_contact,0,974.24,17.54,0,0
26678,2026-01-01,87,52,520.49,19,13,9,9,2,0,1,ocasional,0,0.25,no_contact,0,698.52,12.57,0,0
18961,2026-06-01,79,30,904.45,10,84,6,9,0,0,1,em_risco,0,0.25,no_contact,0,563.21,10.14,0,0
68266,2025-07-01,2,31,1986.19,7,11,7,9,0,0,1,novo,3,0.25,installment,1,984.23,17.72,0,0
69528,2025-10-01,45,54,632.51,14,68,3,2,1,1,1,em_risco,0,0.25,no_contact,0,330.88,5.96,0,0
13464,2025-10-01,18,34,2589.69,10,14,3,4,2,0,1,ativo,2,0.25,double_points,0,1456.01,26.21,0,0
54836,2025-07-01,75,44,285.99,15,1,6,10,1,0,1,ocasional,1,0.25,cashback,0,347.12,6.25,0,0
8961,2025-09-01,57,35,106.55,13,6,8,1,2,1,1,ocasional,2,0.25,double_points,0,125.2,2.25,0,0
60695,2025-12-01,114,44,771.11,15,8,4,9,0,0,1,ativo,3,0.25,installment,0,746.74,13.44,0,0
40778,2025-07-01,78,54,1608.52,7,54,2,7,2,0,1,em_risco,2,0.25,double_points,0,883.1,15.9,0,0
9739,2026-05-01,50,38,1074.56,6,14,9,10,2,0,1,ativo,3,0.25,installment,0,608.82,10.96,0,0
32400,2025-06-01,54,37,605.05,13,53,6,15,2,0,1,em_risco,2,0.25,double_points,0,566.71,10.2,0,0
66235,2025-01-01,70,39,810.68,11,0,6,10,4,1,1,ativo,1,0.25,cashback,0,447.07,8.05,0,0
18116,2026-06-01,68,19,763.59,14,33,4,5,0,0,1,em_risco,3,0.25,installment,1,991.23,17.84,0,0
40352,2026-05-01,59,33,475.63,15,15,5,15,1,0,1,ocasional,3,0.25,installment,0,325.03,5.85,0,0
14047,2026-05-01,12,24,403.17,10,103,5,13,3,0,1,inativo,2,0.25,double_points,0,214.89,3.87,0,0
79084,2025-01-01,110,68,1096.61,11,24,7,7,0,0,0,ativo,0,0.25,no_contact,0,708.94,12.76,0,0
57913,2025-08-01,68,45,214.81,12,69,3,11,1,0,1,em_risco,2,0.25,double_points,0,304.73,5.49,0,0
63644,2025-01-01,86,45,571.01,10,47,7,2,3,1,1,em_risco,0,0.25,no_contact,0,480.89,8.66,1,0
4776,2025-01-01,117,31,587.58,13,21,4,10,4,0,1,ocasional,3,0.25,installment,0,685.49,12.34,0,0
37129,2025-03-01,101,45,1017.27,12,47,4,11,1,1,1,em_risco,1,0.25,cashback,0,629.37,11.33,0,0
73044,2025-09-01,73,73,784.28,17,13,2,4,2,0,1,ativo,3,0.25,installment,0,475.65,8.56,0,0
9519,2026-05-01,97,36,1061.62,11,9,7,1,2,0,1,ativo,3,0.25,installment,1,1036.54,18.66,0,0
21586,2025-10-01,62,20,581.46,16,13,3,12,0,0,0,ocasional,3,0.25,installment,0,626.1,11.27,0,0
34955,2025-01-01,7,52,785.6,10,9,4,14,0,0,1,ativo,0,0.25,no_contact,0,660.04,11.88,0,0
29922,2025-05-01,3,48,1381.46,7,4,8,2,0,0,1,novo,1,0.25,cashback,0,1033.32,18.6,0,0
63819,2026-03-01,56,41,331.28,10,44,2,8,3,0,1,em_risco,3,0.25,installment,0,260.3,4.69,0,0
25296,2025-06-01,90,21,1879.45,10,19,2,5,2,0,1,ativo,0,0.25,no_contact,0,990.12,17.82,0,0
67068,2026-03-01,103,57,1041.2,18,21,8,15,2,0,1,ativo,1,0.25,cashback,0,805.12,14.49,0,0
62347,2025-09-01,73,43,355.4,10,1,6,4,1,0,0,ocasional,3,0.25,installment,0,440.25,7.92,0,0
41457,2025-11-01,94,37,534.4,13,1,5,13,2,0,1,ocasional,2,0.25,double_points,0,508.59,9.15,0,0
54728,2026-04-01,3,30,438.56,11,26,5,5,0,0,1,novo,0,0.25,no_contact,0,587.74,10.58,0,0
65778,2025-02-01,21,48,1937.85,17,2,5,14,1,0,1,ativo,3,0.25,installment,0,1231.11,22.16,0,0
48680,2025-10-01,14,46,1215.3,20,19,0,8,1,0,1,ativo,0,0.25,no_contact,0,1033.63,18.61,0,0
58849,2025-05-01,20,41,325.9,11,11,3,7,1,1,1,ocasional,2,0.25,double_points,0,301.02,5.42,0,0
34864,2025-04-01,115,30,1504.96,17,5,4,9,0,0,1,ativo,3,0.25,installment,1,1315.43,23.68,0,0
31395,2025-11-01,79,54,607.68,14,5,0,12,1,0,1,ocasional,2,0.25,double_points,0,663.55,11.94,0,0
47708,2025-08-01,60,50,1003.61,9,14,5,6,4,0,1,ativo,2,0.25,double_points,0,552.28,9.94,0,0
59424,2026-06-01,27,44,3045.34,6,29,7,7,1,0,1,ativo,3,0.25,installment,0,1535.42,27.64,0,0
39711,2025-06-01,6,30,355.23,8,2,4,9,2,0,1,ocasional,1,0.25,cashback,0,420.91,7.58,0,0
45181,2025-05-01,37,44,4468.97,12,12,2,4,0,0,1,ativo,2,0.25,double_points,0,2132.03,38.38,0,0
75004,2025-11-01,66,59,301.53,7,32,4,4,4,0,1,em_risco,0,0.25,no_contact,0,420.42,7.57,0,0
58258,2026-04-01,89,30,787.98,10,17,3,13,0,0,0,ativo,2,0.25,double_points,1,903.69,16.27,0,0
50152,2025-11-01,120,48,171.89,11,15,6,7,1,0,1,ocasional,1,0.25,cashback,0,397.95,7.16,0,0
37744,2025-01-01,30,50,438.21,15,11,5,8,2,1,1,ocasional,3,0.25,installment,0,74.06,1.33,0,0
3519,2026-01-01,38,44,690.62,8,8,8,15,2,1,1,ocasional,0,0.25,no_contact,0,544.49,9.8,0,0
10317,2025-06-01,99,41,1185.82,10,4,10,3,2,1,1,ativo,2,0.25,double_points,0,499.5,8.99,0,0
32363,2025-01-01,112,46,360.46,14,42,3,3,1,0,1,em_risco,2,0.25,double_points,0,325.7,5.86,0,0
6462,2025-08-01,37,39,1497.13,13,26,5,8,1,0,1,ativo,1,0.25,cashback,0,839.55,15.11,0,0
41295,2025-10-01,88,47,1764.02,8,26,7,11,1,0,0,ativo,2,0.25,double_points,0,783.18,14.1,0,0
16702,2026-05-01,36,41,826.9,14,16,5,15,3,0,1,ativo,3,0.25,installment,0,270.9,4.88,0,0
55081,2025-12-01,26,40,993.57,13,17,9,13,3,0,1,ativo,2,0.25,double_points,0,786.47,14.16,0,0
29420,2026-01-01,25,48,426.75,14,14,3,10,2,0,1,ocasional,2,0.25,double_points,0,469.8,8.46,0,0
49246,2025-05-01,39,35,553.32,18,20,3,12,1,0,1,ocasional,2,0.25,double_points,0,414.84,7.47,0,0
6422,2025-07-01,60,38,69.65,5,55,8,7,4,0,1,em_risco,1,0.25,cashback,0,247.47,4.45,0,0
68889,2026-04-01,15,67,920.6,6,3,3,13,1,0,1,ativo,0,0.25,no_contact,0,800.09,14.4,0,0
33655,2025-10-01,45,46,882.55,11,28,1,6,2,0,0,ativo,1,0.25,cashback,1,1132.6,20.39,0,0
32461,2026-06-01,13,33,323.44,16,0,5,14,0,0,1,ocasional,1,0.25,cashback,1,963.65,17.35,0,0
41451,2026-05-01,85,37,1041.76,9,38,5,7,2,0,0,em_risco,0,0.25,no_contact,0,691.67,12.45,0,0
13406,2026-06-01,110,46,1258.25,13,32,6,11,2,0,1,em_risco,2,0.25,double_points,0,846.89,15.24,0,0
17830,2025-08-01,73,32,401.41,9,48,3,4,5,0,1,em_risco,0,0.25,no_contact,0,631.5,11.37,0,0
52125,2025-09-01,110,47,2139.57,11,55,9,11,1,0,0,em_risco,2,0.25,double_points,1,1735.8,31.24,0,0
25615,2025-04-01,32,18,1204.13,10,31,6,14,0,0,1,em_risco,0,0.25,no_contact,1,801.56,14.43,0,0
75830,2025-07-01,27,39,559.66,10,88,4,5,1,0,1,em_risco,2,0.25,double_points,0,562.08,10.12,0,0
5575,2026-01-01,106,35,542.99,16,31,6,1,0,0,1,em_risco,0,0.25,no_contact,0,429.78,7.74,0,0
31359,2026-04-01,49,30,990.49,19,15,6,5,0,0,1,ativo,0,0.25,no_contact,0,930.27,16.74,0,0
28083,2025-10-01,93,27,129.7,7,63,7,12,6,0,1,em_risco,1,0.25,cashback,0,92.76,1.67,1,0
22712,2025-03-01,5,29,1209.95,15,39,2,11,3,1,0,em_risco,3,0.25,installment,0,612.31,11.02,0,0
68306,2026-06-01,86,35,374.41,13,10,6,2,3,0,1,ocasional,2,0.25,double_points,1,648.58,11.67,0,0
43117,2026-06-01,3,41,460.44,10,12,7,8,1,0,1,novo,0,0.25,no_contact,0,441.82,7.95,0,0
55141,2025-08-01,82,53,1431.89,8,117,3,6,2,1,1,inativo,1,0.25,cashback,0,805.21,14.49,0,0
19992,2025-09-01,98,46,1220.7,9,73,3,3,0,0,1,em_risco,0,0.25,no_contact,0,802.61,14.45,0,0
31777,2026-02-01,118,36,1919.38,11,106,4,11,2,0,1,inativo,3,0.25,installment,0,1131.81,20.37,0,0
31838,2025-03-01,81,45,1890.97,13,11,6,11,1,0,1,ativo,3,0.25,installment,0,1223.65,22.03,0,0
27576,2025-05-01,14,43,855.88,11,10,8,12,0,0,1,ativo,2,0.25,double_points,0,854.0,15.37,0,0
70241,2025-10-01,91,65,42.94,8,10,5,3,2,0,1,ocasional,0,0.25,no_contact,0,97.39,1.75,0,0
68329,2026-01-01,37,41,1488.37,16,8,4,6,2,0,1,ativo,3,0.25,installment,0,1039.13,18.7,0,0
69034,2026-06-01,9,49,476.99,20,50,5,5,0,0,1,em_risco,2,0.25,double_points,0,414.97,7.47,0,0
36765,2025-04-01,9,33,1311.94,11,18,2,10,5,0,1,ativo,1,0.25,cashback,0,796.84,14.34,0,0
15157,2026-01-01,46,48,886.81,10,74,5,12,3,0,1,em_risco,0,0.25,no_contact,0,727.91,13.1,0,0
2052,2025-06-01,27,37,550.58,12,51,3,6,2,0,1,em_risco,2,0.25,double_points,0,308.97,5.56,0,0
4453,2025-09-01,24,24,1077.52,11,39,13,10,1,0,1,em_risco,0,0.25,no_contact,0,737.51,13.28,0,0
73133,2025-05-01,115,34,1555.59,7,15,10,8,1,0,1,ativo,2,0.25,double_points,0,1019.41,18.35,0,0
11272,2026-01-01,114,33,375.9,17,32,4,9,2,0,1,em_risco,1,0.25,cashback,0,522.63,9.41,0,0
13553,2026-03-01,108,64,3396.64,8,70,7,4,1,0,1,em_risco,2,0.25,double_points,0,2039.87,36.72,0,0
33385,2026-02-01,50,48,493.65,9,1,4,9,3,0,1,ocasional,2,0.25,double_points,0,343.69,6.19,0,0
6228,2025-12-01,2,60,1804.29,10,12,6,1,3,0,1,novo,3,0.25,installment,0,986.72,17.76,1,0
50485,2025-07-01,74,58,145.6,10,33,1,5,1,0,1,em_risco,3,0.25,installment,0,353.06,6.36,1,0
3857,2025-07-01,82,39,1233.16,18,1,5,11,3,0,1,ativo,1,0.25,cashback,0,712.72,12.83,0,0
57439,2026-06-01,33,47,1058.47,10,14,4,11,0,0,1,ativo,2,0.25,double_points,1,1084.97,19.53,0,0
33356,2025-07-01,62,36,240.11,15,11,4,13,2,0,1,ocasional,3,0.25,installment,0,522.12,9.4,0,0
13023,2025-01-01,92,55,2042.23,21,15,5,5,1,0,1,ativo,0,0.25,no_contact,0,1018.4,18.33,0,0
40395,2025-02-01,49,27,836.27,9,64,6,6,2,1,1,em_risco,2,0.25,double_points,0,593.5,10.68,0,0
49541,2025-08-01,52,36,906.24,12,0,4,3,0,0,1,ativo,2,0.25,double_points,1,605.23,10.89,0,0
59023,2026-03-01,56,55,930.73,10,3,5,1,2,1,1,ativo,1,0.25,cashback,0,735.09,13.23,0,0
26253,2026-04-01,120,30,1976.9,10,3,4,12,4,0,1,ativo,0,0.25,no_contact,0,1079.72,19.43,0,0
66157,2025-10-01,114,44,1330.73,15,8,4,14,1,0,1,ativo,3,0.25,installment,0,707.43,12.73,0,0
63848,2025-06-01,73,26,585.42,13,41,4,10,1,0,0,em_risco,1,0.25,cashback,0,611.36,11.0,0,0
9999,2025-11-01,82,49,934.16,11,43,6,8,3,0,1,em_risco,3,0.25,installment,0,483.95,8.71,0,0
41844,2025-01-01,34,56,199.59,14,10,2,11,0,0,1,ocasional,1,0.25,cashback,0,422.6,7.61,0,0
76447,2025-12-01,23,26,217.79,13,31,3,4,0,0,1,em_risco,2,0.25,double_points,0,254.04,4.57,0,0
26322,2025-01-01,95,21,2808.69,9,3,10,12,2,0,1,ativo,2,0.25,double_points,0,1570.56,28.27,0,0
54777,2025-05-01,56,34,405.64,16,6,6,5,1,0,1,ocasional,0,0.25,no_contact,0,571.6,10.29,0,0
9543,2025-05-01,99,39,427.01,10,35,8,8,1,0,1,em_risco,3,0.25,installment,1,700.82,12.61,0,0
73407,2026-03-01,79,25,2621.1,12,5,7,4,0,0,1,ativo,3,0.25,installment,0,1275.22,22.95,0,0
59279,2025-03-01,15,45,802.03,14,6,6,3,3,0,1,ativo,0,0.25,no_contact,0,539.88,9.72,0,0
43161,2026-05-01,98,55,745.62,15,22,2,5,1,0,0,ativo,0,0.25,no_contact,0,521.68,9.39,0,0
19006,2025-12-01,35,31,957.57,13,26,7,12,1,0,1,ativo,3,0.25,installment,0,901.9,16.23,0,0
62581,2025-07-01,43,48,801.67,13,50,4,11,2,1,1,em_risco,2,0.25,double_points,0,471.77,8.49,0,0
74993,2025-03-01,58,42,304.53,12,18,5,4,2,0,1,ocasional,0,0.25,no_contact,0,362.41,6.52,0,0
2296,2026-03-01,92,53,411.25,10,32,4,14,1,0,1,em_risco,2,0.25,double_points,0,483.05,8.69,1,0
45551,2026-06-01,36,41,1076.8,21,2,5,5,0,0,1,ativo,1,0.25,cashback,0,845.74,15.22,0,0
22842,2026-01-01,90,48,427.71,12,24,5,14,0,0,1,ocasional,2,0.25,double_points,0,226.09,4.07,0,0
31094,2025-10-01,88,28,592.32,10,30,3,9,2,0,1,ocasional,2,0.25,double_points,0,649.4,11.69,0,0
61957,2025-07-01,29,30,792.66,11,23,3,2,2,0,1,ativo,2,0.25,double_points,1,1078.26,19.41,0,0
10924,2025-02-01,92,52,552.26,16,31,4,9,3,0,1,em_risco,1,0.25,cashback,0,522.37,9.4,0,0
48887,2025-04-01,109,32,689.31,15,7,8,5,0,0,1,ocasional,0,0.25,no_contact,0,527.07,9.49,0,0
29906,2025-09-01,42,45,1658.23,11,25,8,2,0,0,1,ativo,0,0.25,no_contact,0,1005.45,18.1,0,0
29204,2026-04-01,114,42,1119.96,14,115,6,8,3,0,0,inativo,2,0.25,double_points,0,691.18,12.44,0,0
60913,2025-03-01,5,45,829.02,13,2,8,11,0,0,1,ativo,3,0.25,installment,0,644.37,11.6,0,0
11806,2025-03-01,29,24,1602.53,11,32,5,3,1,0,1,em_risco,1,0.25,cashback,0,1031.38,18.56,0,0
65245,2026-06-01,66,30,388.97,13,52,3,8,0,0,1,em_risco,1,0.25,cashback,0,341.22,6.14,0,0
17204,2025-01-01,30,43,570.1,11,4,6,3,1,0,1,ocasional,0,0.25,no_contact,0,538.4,9.69,0,0
29519,2025-02-01,66,18,195.5,12,1,5,15,0,0,1,ocasional,2,0.25,double_points,0,439.55,7.91,0,0
60005,2025-04-01,15,67,255.93,12,1,4,14,1,0,0,ocasional,1,0.25,cashback,0,243.35,4.38,0,0
21181,2025-11-01,4,43,1163.41,10,72,7,12,2,0,0,em_risco,1,0.25,cashback,0,559.97,10.08,0,0
22394,2025-01-01,3,48,491.05,6,117,6,8,1,0,1,novo,3,0.25,installment,0,419.84,7.56,0,0
4326,2025-08-01,16,47,737.53,11,8,3,7,3,0,1,ativo,0,0.25,no_contact,0,299.85,5.4,0,0
68139,2025-02-01,3,60,1572.19,17,21,4,9,2,0,0,novo,3,0.25,installment,0,945.29,17.02,0,0
29995,2026-06-01,49,32,489.43,13,27,5,10,3,0,1,ocasional,1,0.25,cashback,0,584.21,10.52,0,0
35092,2025-03-01,69,27,1170.82,12,15,4,10,0,0,1,ativo,2,0.25,double_points,0,939.56,16.91,0,0
22619,2025-04-01,70,39,1381.63,11,18,6,7,3,0,0,ativo,1,0.25,cashback,0,811.91,14.61,0,0
15127,2025-01-01,12,32,454.7,15,19,2,6,2,1,1,ocasional,0,0.25,no_contact,0,560.69,10.09,0,0
25289,2025-09-01,21,34,107.44,11,42,6,4,2,0,1,em_risco,1,0.25,cashback,0,306.11,5.51,0,0
75993,2025-07-01,59,40,937.87,13,14,2,11,2,0,1,ativo,1,0.25,cashback,0,745.31,13.42,0,0
